,author,date,description,detection,falsepositives,fields,id,level,logsource,modified,references,related,status,tags,title,notes,enrichment,Note,analysis
616,"Florian Roth, Jonhnathan Ribeiro, oscd.community",2018/03/01,Detects Trojan loader acitivty as used by APT28,"{u'selection1': {u'CommandLine|contains|all': [u'rundll32.exe', u'%APPDATA%\']}, u'condition': u'selection1 and selection2', u'selection2': [{u'CommandLine|contains': u'.dat"",'}, {u'CommandLine|endswith': u'.dll"",#1'}]}",[Unknown],,ba778144-5e3d-40cf-8af9-e28fb1df1e20,critical,"{u'category': u'process_creation', u'product': u'windows'}",2020/11/28,"[https://researchcenter.paloaltonetworks.com/2018/02/unit42-sofacy-attacks-multiple-government-entities/, https://www.reverse.it/sample/e3399d4802f9e6d6d539e3ae57e7ea9a54610a7c4155a6541df8e94d67af086e?environmentId=100, https://twitter.com/ClearskySec/status/960924755355369472]",,experimental,"[attack.g0007, attack.execution, attack.t1059, attack.t1059.003, attack.defense_evasion, attack.t1085, car.2013-10-002, attack.t1218.011]",Sofacy Trojan Loader Activity,,,,
617,Florian Roth,2017/10/22,Detects renamed SysInternals tool execution with a binary named ps.exe as used by Dragonfly APT group and documented in TA17-293A report,"{u'selection': {u'CommandLine': u'ps.exe -accepteula'}, u'condition': u'selection'}",[Renamed SysInternals tool],,18da1007-3f26-470f-875d-f77faf1cab31,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/27,[https://www.us-cert.gov/ncas/alerts/TA17-293A],,,"[attack.defense_evasion, attack.g0035, attack.t1036, attack.t1036.003, car.2013-05-009]",Ps.exe Renamed SysInternals Tool,,,,
618,Florian Roth,2020/12/08,Detects mshta loaded by wmiprvse as parent as used by TA505 malicious documents,"{u'selection': {u'Image|endswith': u'\mshta.exe', u'ParentImage|endswith': u'\wmiprvse.exe'}, u'condition': u'selection'}",[unknown],,18cf6cf0-39b0-4c22-9593-e244bdc9a2d4,critical,"{u'category': u'process_creation', u'product': u'windows'}",,[https://twitter.com/ForensicITGuy/status/1334734244120309760],,experimental,"[attack.execution, attack.g0092]",TA505 Dropper Load Pattern,,,,
619,Florian Roth,2020/07/30,Detects specific process characteristics of Chinese TAIDOOR RAT malware load,"{u'selection2a': {u'CommandLine|endswith': [u' MyStart']}, u'selection1': {u'CommandLine|contains': [u'dll,MyStart', u'dll MyStart']}, u'condition': u'selection1 or ( selection2a and selection2b )', u'selection2b': {u'CommandLine|contains': [u'rundll32.exe']}}",[Unknown],,d1aa3382-abab-446f-96ea-4de52908210b,critical,"{u'category': u'process_creation', u'product': u'windows'}",,[https://us-cert.cisa.gov/ncas/analysis-reports/ar20-216a],,experimental,"[attack.execution, attack.t1055, attack.t1055.001]",TAIDOOR RAT DLL Load,,,,
620,"@41thexplorer, Microsoft Defender ATP",2019/11/12,"Detects TropicTrooper activity, an actor who targeted high-profile organizations in the energy and food and beverage sectors in Asia","{u'selection': {u'CommandLine|contains': u'abCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCc'}, u'condition': u'selection'}",,,8c7090c3-e0a0-4944-bd08-08c3a0cecf79,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/27,[https://cloudblogs.microsoft.com/microsoftsecure/2018/11/28/windows-defender-atp-device-risk-score-exposes-new-cyberattack-drives-conditional-access-to-protect-networks/],,stable,"[attack.execution, attack.t1059, attack.t1059.001]",TropicTrooper Campaign November 2018,,,,
621,Florian Roth,2020/05/26,Detects commands used by Turla group as reported by ESET in May 2020,"{u'selection1': {u'CommandLine|contains': [u'tracert -h 10 yahoo.com', u'.WSqmCons))|iex;', u'Fr`omBa`se6`4Str`ing']}, u'condition': u'1 of them', u'selection2': {u'CommandLine|contains|all': [u'net use https://docs.live.net', u'@aol.co.uk']}}",[Unknown],,9e2e51c5-c699-4794-ba5a-29f5da40ac0c,critical,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/27,[https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf],,experimental,"[attack.g0010, attack.execution, attack.t1086, attack.t1059.001, attack.t1053, attack.t1053.005, attack.t1027]",Turla Group Commands May 2020,,,,
622,Florian Roth,2021/01/22,Detects a specific process creation patterns as seen used by UNC2452 and provided by Microsoft as Microsoft Defender ATP queries,"{u'selection4': {u'CommandLine|contains|all': [u'rundll32 c:\windows\', u'.dll ']}, u'specific1': {u'Image|endswith': u'\dllhost.exe', u'ParentImage|endswith': u'\rundll32.exe'}, u'filter1': {u'CommandLine': [u' ', u'']}, u'selection1': {u'CommandLine|contains': [u'7z.exe a -v500m -mx9 -r0 -p']}, u'selection2': {u'ParentCommandLine|contains|all': [u'wscript.exe', u'.vbs'], u'CommandLine|contains|all': [u'rundll32.exe', u'C:\Windows', u'.dll,Tk_']}, u'selection3': {u'ParentCommandLine|contains': u'C:\Windows', u'ParentImage|endswith': u'\rundll32.exe', u'CommandLine|contains': u'cmd.exe /C '}, u'condition': u'selection1 or selection2 or selection3 or selection4 or ( specific1 and not filter1 )'}",[Unknown],,9be34ad0-b6a7-4fbd-91cf-fc7ec1047f5f,critical,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/27,[https://www.microsoft.com/security/blog/2021/01/20/deep-dive-into-the-solorigate-second-stage-activation-from-sunburst-to-teardrop-and-raindrop/],,experimental,"[attack.execution, attack.t1059.001]",UNC2452 Process Creation Patterns,,,,
623,Florian Roth,2021/01/20,Detects a specific PowerShell command line pattern used by the UNC2452 actors as mentioned in Microsoft and Symantec reports,"{u'selection1': {u'CommandLine|contains|all': [u'Invoke-WMIMethod win32_process -name create -argumentlist', u'rundll32 c:\windows']}, u'condition': u'selection1 or selection2', u'selection2': {u'CommandLine|contains|all': [u'wmic /node:', u'process call create ""rundll32 c:\windows']}}","[Unknown, unlikely, but possible]",,b7155193-8a81-4d8f-805d-88de864ca50c,critical,"{u'category': u'process_creation', u'product': u'windows'}",2021/01/22,"[https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/solarwinds-raindrop-malware, https://www.microsoft.com/security/blog/2020/12/18/analyzing-solorigate-the-compromised-dll-file-that-started-a-sophisticated-cyberattack-and-how-microsoft-defender-helps-protect/, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1047/T1047.md#atomic-test-7---create-a-process-using-wmi-query-and-an-encoded-command]",,,"[attack.execution, attack.t1059.001, attack.t1047]",UNC2452 PowerShell Pattern,,,,
624,"@41thexplorer, Microsoft Defender ATP",2018/11/20,A sigma rule detecting an unidetefied attacker who used phishing emails to target high profile orgs on November 2018. The Actor shares some TTPs with YYTRIUM/APT29 campaign in 2016.,"{u'selection': {u'CommandLine|contains': u'cyzfc.dat,', u'CommandLine|endswith': u'PointFunctionCall'}, u'condition': u'selection'}",,,7453575c-a747-40b9-839b-125a0aae324b,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/09/19,[https://twitter.com/DrunkBinary/status/1063075530180886529],,stable,"[attack.execution, attack.t1218.011, attack.t1085]",Unidentified Attacker November 2018,,,,
625,"Florian Roth, Markus Neis",2020/02/01,Detects specific process characteristics of Winnti malware noticed in Dec/Jan 2020 in a campaign against Honk Kong universities,"{u'selection4': {u'Image': u'C:\ProgramData\DRM\CLR\CLR.exe'}, u'selection5': {u'ParentImage|startswith': u'C:\ProgramData\DRM\Windows', u'Image|endswith': u'\SearchFilterHost.exe'}, u'selection1': {u'ParentImage|contains': [u'C:\Windows\Temp', u'\hpqhvind.exe'], u'Image|startswith': u'C:\ProgramData\DRM'}, u'selection2': {u'ParentImage|startswith': u'C:\ProgramData\DRM', u'Image|endswith': u'\wmplayer.exe'}, u'selection3': {u'Image|endswith': u'\wmplayer.exe', u'ParentImage|endswith': u'\Test.exe'}, u'condition': u'1 of them'}",[Unlikely],,3121461b-5aa0-4a41-b910-66d25524edbb,critical,"{u'category': u'process_creation', u'product': u'windows'}",,[https://www.welivesecurity.com/2020/01/31/winnti-group-targeting-universities-hong-kong/],,experimental,"[attack.defense_evasion, attack.t1574.002, attack.t1073, attack.g0044]",Winnti Malware HK University Campaign,,,,
626,"Florian Roth, oscd.community",2020/07/30,Detects specific process characteristics of Winnti Pipemon malware reported by ESET,"{u'selection1': {u'CommandLine|contains': [u'setup0.exe -p']}, u'condition': u'1 of them', u'selection2': {u'CommandLine|contains|all': [u'setup.exe'], u'CommandLine|endswith': [u'-x:0', u'-x:1', u'-x:2']}}",[Legitimate setups that use similar flags],,73d70463-75c9-4258-92c6-17500fe972f2,critical,"{u'category': u'process_creation', u'product': u'windows'}",,[https://www.welivesecurity.com/2020/05/21/no-game-over-winnti-group/],,experimental,"[attack.defense_evasion, attack.t1574.002, attack.t1073, attack.g0044]",Winnti Pipemon Characteristics,,,,
627,"Florian Roth, oscd.community, Jonhnathan Ribeiro",2017/07/20,Detects a ZxShell start by the called and well-known function name,"{u'selection': {u'Image|endswith': [u'\rundll32.exe'], u'CommandLine|contains': [u'zxFunction', u'RemoteDiskXXXXX']}, u'condition': u'selection'}",[Unlikely],"[CommandLine, ParentCommandLine]",f0b70adb-0075-43b0-9745-e82a1c608fcc,critical,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/26,[https://www.hybrid-analysis.com/sample/5d2a4cde9fa7c2fdbf39b2e2ffd23378d0c50701a3095d1e91e3cf922d7b0b16?environmentId=100],,,"[attack.execution, attack.t1059.003, attack.t1059, attack.defense_evasion, attack.t1218.011, attack.t1085, attack.s0412, attack.g0001]",ZxShell Malware,,,,
628,Sami Ruohonen,2019/01/16,Detects usage of attrib.exe to hide files from users.,"{u'selection': {u'Image|endswith': u'\attrib.exe', u'CommandLine|contains': u' +h '}, u'ini': {u'CommandLine|contains': u'\desktop.ini '}, u'condition': u'selection and not (ini or intel)', u'intel': {u'ParentCommandLine': u'C:\WINDOWS\system32\\*.bat', u'CommandLine': u'+R +H +S +A \\*.cui', u'ParentImage|endswith': u'\cmd.exe'}}","[igfxCUIService.exe hiding *.cui files via .bat script (attrib.exe a child of cmd.exe and igfxCUIService.exe is the parent of the cmd.exe), msiexec.exe hiding desktop.ini]","[CommandLine, ParentCommandLine, User]",4281cb20-2994-4580-aa63-c8b86d019934,low,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/27,,,experimental,"[attack.defense_evasion, attack.t1564.001, attack.t1158]",Hiding Files with Attrib.exe,,,,
629,"Oleg Kolesnikov @securonix invrep_de, oscd.community, Florian Roth, Christian Burkard",2020/10/23,"Detects attackers using tooling with bad opsec defaults e.g. spawning a sacrificial process to inject a capability into the process without taking into account how the process is normally run, one trivial example of this is using rundll32.exe without arguments as a sacrificial process (default in CS, now highlighted by c2lint), running WerFault without arguments (Kraken - credit am0nsec), and other examples.","{u'selection4': {u'Image|endswith': u'\regasm.exe', u'CommandLine|endswith': u'\regasm.exe'}, u'selection5': {u'Image|endswith': u'\regsvr32.exe', u'CommandLine|endswith': u'\regsvr32.exe'}, u'selection1': {u'Image|endswith': u'\WerFault.exe', u'CommandLine|endswith': u'\WerFault.exe'}, u'selection2': {u'Image|endswith': u'\rundll32.exe', u'CommandLine|endswith': u'\rundll32.exe'}, u'selection3': {u'Image|endswith': u'\regsvcs.exe', u'CommandLine|endswith': u'\regsvcs.exe'}, u'condition': u'1 of selection*'}",[Unlikely],"[ParentImage, ParentCommandLine]",a7c3d773-caef-227e-a7e7-c2f13c622329,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/09/01,"[https://blog.malwarebytes.com/malwarebytes-news/2020/10/kraken-attack-abuses-wer-service/, https://www.cobaltstrike.com/help-opsec, https://twitter.com/CyberRaiju/status/1251492025678983169, https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/regsvr32, https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/rundll32, https://docs.microsoft.com/en-us/dotnet/framework/tools/regasm-exe-assembly-registration-tool, https://docs.microsoft.com/en-us/dotnet/framework/tools/regsvcs-exe-net-services-installation-tool#feedback]","[{u'type': u'obsoletes', u'id': u'f5647edc-a7bf-4737-ab50-ef8c60dc3add'}]",experimental,"[attack.defense_evasion, attack.t1085, attack.t1218.011]",Bad Opsec Defaults Sacrificial Processes With Improper Arguments,,,,
630,"E.M. Anhaus (originally from Atomic Blue Detections, Endgame), oscd.community",2019/10/24,Identifies use of the bcdedit command to delete boot configuration data. This tactic is sometimes used as by malware or an attacker as a destructive technique.,"{u'selection1': {u'Image|endswith': u'\bcdedit.exe', u'CommandLine|contains': u'set'}, u'condition': u'selection1 and selection2', u'selection2': [{u'CommandLine|contains|all': ['bootstatuspolicy', 'ignoreallfailures']}, {u'CommandLine|contains|all': ['recoveryenabled', 'no']}]}",[Unlikely],"[ComputerName, User, CommandLine]",1444443e-6757-43e4-9ea4-c8fc705f79a2,high,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/11,"[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1490/T1490.md, https://eqllib.readthedocs.io/en/latest/analytics/c4732632-9c1d-4980-9fa8-1d98c93f918e.html]",,experimental,"[attack.impact, attack.t1490]",Modification of Boot Configuration,,,,
631,Markus Neis / Florian Roth,2019/01/16,Detects WMI SquiblyTwo Attack with possible renamed WMI by looking for imphash,"{u'selection1': {u'Image|endswith': [u'\wmic.exe'], u'CommandLine|contains|all': [u'wmic', u'format', u'http']}, u'condition': u'1 of them', u'selection2': {u'Imphash': [u'1B1A3F43BF37B5BFE60751F2EE2F326E', u'37777A96245A3C74EB217308F3546F4C', u'9D87C9D67CE724033C0B40CC4CA1B206'], u'CommandLine|contains|all': [u'format:', u'http']}}",[Unknown],,8d63dadf-b91b-4187-87b6-34a1114577ea,medium,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/27,"[https://subt0x11.blogspot.ch/2018/04/wmicexe-whitelisting-bypass-hacking.html, https://twitter.com/mattifestation/status/986280382042595328]",,experimental,"[attack.defense_evasion, attack.t1047, attack.t1220, attack.execution, attack.t1059.005, attack.t1059.007, attack.t1059]",SquiblyTwo,,,,
632,"Timur Zinniatullin, oscd.community",2019/10/21,"When a file is opened, the default program used to open the file (also called the file association or handler) is checked. File association selections are stored in the Windows Registry and can be edited by users, administrators, or programs that have Registry access or by administrators using the built-in assoc utility. Applications can modify the file association for a given file extension to call an arbitrary program when a file with the given extension is opened.","{u'selection': {u'CommandLine|contains|all': [u'cmd', u'/c', u'assoc']}, u'condition': u'selection'}",[Admin activity],"[Image, CommandLine, User, LogonGuid, Hashes, ParentProcessGuid, ParentCommandLine]",3d3aa6cd-6272-44d6-8afc-7e88dfef7061,low,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/04,[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1546.001/T1546.001.md],,experimental,"[attack.persistence, attack.t1546.001, attack.t1042]",Change Default File Association,,,,
633,"Ensar Şamil, @sblmsrsn, @oscd_initiative",2020/10/07,Detects the execution of Xwizard tool with specific arguments which utilized to run custom class properties.,"{u'selection': {u'Image|endswith': u'\xwizard.exe', u'CommandLine|re': u'{[a-fA-F0-9]{8}-[a-fA-F0-9]{4}-[a-fA-F0-9]{4}-[a-fA-F0-9]{4}-[a-fA-F0-9]{12}}'}, u'condition': u'selection'}",[Unknown],,53d4bb30-3f36-4e8a-b078-69d36c4a79ff,medium,"{u'category': u'process_creation', u'product': u'windows'}",,[https://lolbas-project.github.io/lolbas/Binaries/Xwizard/],,experimental,"[attack.defense_evasion, attack.t1218]",Custom Class Execution via Xwizard,,,,
634,"oscd.community, Natalia Shornikova",2020/10/14,Detects Execution via SyncInvoke in CL_Invocation.ps1 module,"{u'selection': {u'CommandLine|contains|all': [u'CL_Invocation.ps1', u'SyncInvoke']}, u'condition': u'selection'}",[Unknown],,a0459f02-ac51-4c09-b511-b8c9203fc429,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/05/21,"[https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSScripts/Cl_invocation.yml, https://twitter.com/bohops/status/948061991012327424]",,experimental,"[attack.defense_evasion, attack.t1216]",Execution via CL_Invocation.ps1,,,,
635,"oscd.community, Natalia Shornikova",2020/10/14,Detects Execution via runAfterCancelProcess in CL_Mutexverifiers.ps1 module,"{u'selection': {u'CommandLine|contains|all': [u'CL_Mutexverifiers.ps1', u'runAfterCancelProcess']}, u'condition': u'selection'}",[Unknown],,99465c8f-f102-4157-b11c-b0cddd53b79a,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/05/21,"[https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSScripts/CL_mutexverifiers.yml, https://twitter.com/pabraeken/status/995111125447577600]",,experimental,"[attack.defense_evasion, attack.t1216]",Execution via CL_Mutexverifiers.ps1,,,,
636,jmallette,2019/01/16,Detects usage of cmdkey to look for cached credentials,"{u'selection': {u'Image|endswith': u'\cmdkey.exe', u'CommandLine|contains': u' /list'}, u'condition': u'selection'}",[Legitimate administrative tasks],"[CommandLine, ParentCommandLine, User]",07f8bdc2-c9b3-472a-9817-5a670b872f53,medium,"{u'category': u'process_creation', u'product': u'windows'}",2021/07/07,"[https://www.peew.pw/blog/2017/11/26/exploring-cmdkey-an-edge-case-for-privilege-escalation, https://technet.microsoft.com/en-us/library/cc754243(v=ws.11).aspx]",,experimental,"[attack.credential_access, attack.t1003.005, attack.t1003]",Cmdkey Cached Credentials Recon,,,,
637,"Nik Seetharaman, Christian Burkard",2021/08/31,"Detects UAC Bypass Attempt Using Microsoft Connection Manager Profile Installer Autoelevate-capable COM Objects (e.g. UACMe ID of 41, 43, 58 or 65)","{u'selection': {u'ParentCommandLine|contains': [u' /Processid:{3E5FC7F9-9A51-4367-9063-A120244FBEC7}', u' /Processid:{3E000D72-A845-4CD9-BD83-80C07C3B881F}', u' /Processid:{BD54C901-076B-434E-B6C7-17C531F4AB41}', u' /Processid:{D2E7041B-2927-42FB-8E9F-7CE93B6DC937}', u' /Processid:{E9495B87-D950-4AB5-87A5-FF6D70BF3E90}'], u'ParentImage|endswith': u'\DllHost.exe', u'IntegrityLevel': [u'High', u'System']}, u'condition': u'selection'}",[Legitimate CMSTP use (unlikely in modern enterprise environments)],"[CommandLine, ParentCommandLine, Hashes]",4b60e6f2-bf39-47b4-b4ea-398e33cfe253,high,"{u'category': u'process_creation', u'product': u'windows'}",2019/07/31,"[https://web.archive.org/web/20190720093911/http://www.endurant.io/cmstp/detecting-cmstp-enabled-code-execution-and-uac-bypass-with-sysmon/, https://twitter.com/hFireF0X/status/897640081053364225, https://medium.com/falconforce/falconfriday-detecting-uac-bypasses-0xff16-86c2a9107abf, https://github.com/hfiref0x/UACME]",,stable,"[attack.execution, attack.defense_evasion, attack.privilege_escalation, attack.t1548.002, attack.t1088, attack.t1218.003, attack.t1191, attack.g0069, car.2019-04-001]",CMSTP UAC Bypass via COM Object Access,,,,
638,Florian Roth,2021/07/27,Detects process patterns found in Cobalt Strike beacon activity (see reference for more details),"{u'selection4': {u'Image|endswith': u'\cmd.exe', u'ParentImage|endswith': u'\runonce.exe', u'ParentCommandLine|endswith': u'\runonce.exe'}, u'selection3': {u'ParentImage|endswith': u'\dllhost.exe', u'CommandLine|contains': [u'cmd.exe /c echo', u'> \\.\pipe', u'\whoami.exe']}, u'selection1': {u'ParentImage|startswith': u'C:\Temp', u'CommandLine|contains': u'\cmd.exe /C whoami'}, u'condition': u'1 of them', u'selection2': {u'ParentCommandLine|contains': [u'/C whoami', u'cmd.exe /C echo', u' > \\.\pipe'], u'CommandLine|contains': u'conhost.exe 0xffffffff -ForceV1'}}",[Other programs that cause these patterns (please report)],,f35c5d71-b489-4e22-a115-f003df287317,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/08/30,"[https://hausec.com/2021/07/26/cobalt-strike-and-tradecraft/, https://thedfirreport.com/2021/08/29/cobalt-strike-a-defenders-guide/]",,experimental,[attack.execution],CobaltStrike Process Patterns,,,,
639,xknow @xknow_infosec,2020/06/11,detects the usage of path traversal in cmd.exe indicating possible command/argument confusion/hijacking,"{u'selection': {u'ParentCommandLine|contains|all': [u'cmd', u'/c'], u'CommandLine|contains': u'/../../'}, u'condition': u'selection'}",[(not much) some benign Java tools may product false-positive commandlines for loading libraries],,087790e3-3287-436c-bccf-cbd0184a7db1,high,"{u'category': u'process_creation', u'product': u'windows'}",,"[https://hackingiscool.pl/cmdhijack-command-argument-confusion-with-path-traversal-in-cmd-exe/, https://twitter.com/Oddvarmoe/status/1270633613449723905]",,experimental,"[attack.execution, attack.t1059.003, attack.t1059]",Cmd.exe CommandLine Path Traversal,,,,
640,"Kyaw Min Thein, Furkan Caliskan (@caliskanfurkan_)",2020/06/22,Detects the malicious use of a control panel item,"{u'filter': {u'CommandLine|contains': [u'\System32\', u'%System%']}, u'selection3': {u'CommandLine|contains': [u'CurrentVersion\\Control Panel\\CPLs']}, u'selection1': {u'CommandLine|endswith': u'.cpl'}, u'condition': u'(selection1 and not filter) or (selection2 and selection3)', u'selection2': {u'Image|endswith': u'\reg.exe', u'CommandLine|contains': u'add'}}",[Unknown],,0ba863e6-def5-4e50-9cea-4dd8c7dc46a4,critical,"{u'category': u'process_creation', u'product': u'windows'}",2020/11/28,"[https://attack.mitre.org/techniques/T1196/, https://ired.team/offensive-security/code-execution/code-execution-through-control-panel-add-ins]",,experimental,"[attack.execution, attack.defense_evasion, attack.t1218.002, attack.t1196, attack.persistence, attack.t1546]",Control Panel Items,,,,
641,"Teymur Kheirkhabarov, Daniil Yugoslavskiy, oscd.community",2019/10/22,Files with well-known filenames (sensitive files with credential data) copying,"{u'selection': [{u'Image|endswith': u'\esentutl.exe', u'CommandLine|contains': ['vss', ' /m ', ' /y ']}, {u'CommandLine|contains': ['\\windows\\ntds\\ntds.dit', '\\config\\sam', '\\config\\security', '\\config\\system ', '\\repair\\sam', '\\repair\\system', '\\repair\\security', '\\config\\RegBack\\sam', '\\config\\RegBack\\system', '\\config\\RegBack\\security']}], u'condition': u'selection'}",[Copying sensitive files for legitimate use (eg. backup) or forensic investigation by legitimate incident responder or forensic invetigator],,e7be6119-fc37-43f0-ad4f-1f3f99be2f9f,high,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/13,"[https://room362.com/post/2013/2013-06-10-volume-shadow-copy-ntdsdit-domain-hashes-remotely-part-1/, https://www.slideshare.net/heirhabarov/hunting-for-credentials-dumping-in-windows-environment, https://dfironthemountain.wordpress.com/2018/12/06/locked-file-access-using-esentutl-exe/]",,experimental,"[attack.credential_access, attack.t1003.002, attack.t1003.003, attack.t1003, car.2013-07-001, attack.s0404]",Copying Sensitive Files with Credential Data,,,,
642,Sreeman,2020/10/29,Detects dropping of dll files in system32 that may be used to retrieve user credentials from LSASS,"{u'selection_cmdline': {u'CommandLine|contains|all': [u'HKLM\SYSTEM\CurrentControlSet\Control\Lsa', u'scecli\0*', u'reg add']}, u'condition': u'selection_cmdline'}",[unknown],,b7966f4a-b333-455b-8370-8ca53c229762,medium,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/11,"[https://pentestlab.blog/2020/02/10/credential-access-password-filter-dll/, https://github.com/3gstudent/PasswordFilter/tree/master/PasswordFilter]",,experimental,"[attack.credential_access, attack.t1174, attack.t1556.002]",Dropping Of Password Filter DLL,,,,
643,Florian Roth,2017/06/03,Detects Archer malware invocation via rundll32,"{u'selection': {u'CommandLine|contains|all': [u'rundll32.exe', u'InstallArcherSvc']}, u'condition': u'selection'}",[Unknown],"[CommandLine, ParentCommandLine]",3d4aebe0-6d29-45b2-a8a4-3dfde586a26d,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/29,"[https://www.virustotal.com/en/file/9b4971349ae85aa09c0a69852ed3e626c954954a3927b3d1b6646f139b930022/analysis/, https://www.hybrid-analysis.com/sample/9b4971349ae85aa09c0a69852ed3e626c954954a3927b3d1b6646f139b930022?environmentId=100]",,experimental,"[attack.execution, attack.defense_evasion, attack.t1218.011, attack.t1085]",Fireball Archer Install,,,,
644,Florian Roth,2020/05/08,Detects specific process characteristics of Maze ransomware word document droppers,"{u'selection3': {u'CommandLine|contains': u'\..\..\system32', u'CommandLine|endswith': u'shadowcopy delete'}, u'selection1': {u'Image|endswith': [u'.tmp'], u'ParentImage|endswith': [u'\WINWORD.exe']}, u'condition': u'1 of them', u'selection2': {u'Image|endswith': u'\wmic.exe', u'ParentImage|contains': u'\Temp\', u'CommandLine|endswith': u'shadowcopy delete'}}",[Unlikely],"[ComputerName, User, Image]",29fd07fc-9cfd-4331-b7fd-cc18dfa21052,critical,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/27,"[https://www.fireeye.com/blog/threat-research/2020/05/tactics-techniques-procedures-associated-with-maze-ransomware-incidents.html, https://app.any.run/tasks/51e7185c-52d7-4efb-ac0d-e86340053473/, https://app.any.run/tasks/65a79440-373a-4725-8d74-77db9f2abda4/]",,experimental,"[attack.execution, attack.t1204.002, attack.t1204, attack.t1047, attack.impact, attack.t1490]",Maze Ransomware,,,,
645,Florian Roth,2020/08/26,Detects specific process characteristics of Snatch ransomware word document droppers,"{u'selection': {u'CommandLine|contains': [u'shutdown /r /f /t 00', u'net stop SuperBackupMan']}, u'condition': u'selection'}",[Scripts that shutdown the system immediately and reboot them in safe mode are unlikely],"[ComputerName, User, Image]",5325945e-f1f0-406e-97b8-65104d393fff,critical,"{u'category': u'process_creation', u'product': u'windows'}",,[https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/],,experimental,"[attack.execution, attack.t1204]",Snatch Ransomware,,,,
646,"Timur Zinniatullin, E.M. Anhaus, oscd.community",2019/10/21,"An adversary may compress data (e.g., sensitive documents) that is collected prior to exfiltration in order to make it portable and minimize the amount of data sent over the network.","{u'selection': {u'Image|endswith': u'\rar.exe', u'CommandLine|contains': u' a '}, u'condition': u'selection'}",[Highly likely if rar is a default archiver in the monitored environment.],"[Image, CommandLine, User, LogonGuid, Hashes, ParentProcessGuid, ParentCommandLine]",6f3e2987-db24-4c78-a860-b4f4095a7095,low,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/29,"[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1560.001/T1560.001.md, https://eqllib.readthedocs.io/en/latest/analytics/1ec33c93-3d0b-4a28-8014-dbdaae5c60ae.html]",,experimental,"[attack.exfiltration, attack.t1002, attack.collection, attack.t1560.001]",Data Compressed - rar.exe,,,,
647,Sreeman,2020/04/17,"HxTsr.exe is a Microsoft compressed executable file called Microsoft Outlook Communications.HxTsr.exe is part of Outlook apps, because it resides in a hidden ""WindowsApps"" subfolder of ""C:\Program Files"". Its path includes a version number, e.g., ""C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.7466.41167.0_x64__8wekyb3d8bbwe\HxTsr.exe"". Any instances of hxtsr.exe not in this folder may be malware camouflaging itself as HxTsr.exe","{u'filter': {u'CurrentDirectory|re': u'(?i)c:\\\\program files\\\\windowsapps\\\\microsoft\.windowscommunicationsapps_.*\\\\hxtsr\.exe'}, u'selection': {u'Image': u'hxtsr.exe'}, u'condition': u'selection and not filter'}",[unknown],,4e762605-34a8-406d-b72e-c1a089313320,medium,"{u'category': u'process_creation', u'product': u'windows'}",2021/07/07,,,experimental,"[attack.defense_evasion, attack.t1036]",Detecting Fake Instances Of Hxtsr.exe,,,,
